minority,age,gender,credits,beauty,eval,division,native,tenure,students,allstudents,prof,PrimaryLast,vismin,female,single_credit,upper_division,English_speaker,tenured_prof
no,34,male,more,1.155879974,3.700000048,upper,yes,yes,16,20,55,0,0,0,0,1,1,1
no,34,male,more,1.155879974,3,lower,yes,yes,20,35,55,1,0,0,0,0,1,1
no,32,male,more,-0.326014787,3.700000048,lower,yes,yes,85,248,56,0,0,0,0,0,1,1
no,32,male,more,-0.326014787,3.599999905,lower,yes,yes,69,168,56,0,0,0,0,0,1,1
no,32,male,more,-0.326014787,3.599999905,lower,yes,yes,98,247,56,0,0,0,0,0,1,1
no,32,male,more,-0.326014787,4.300000191,upper,yes,yes,20,22,56,0,0,0,0,1,1,1
no,32,male,more,-0.326014787,4.5,upper,yes,yes,72,103,56,1,0,0,0,1,1,1
no,42,female,more,0.884643495,3.900000095,lower,yes,yes,44,62,57,0,0,1,0,0,1,1
no,42,female,more,0.884643495,3.900000095,upper,yes,yes,51,82,57,1,0,1,0,1,1,1
no,43,female,more,-0.558345199,4,lower,yes,yes,35,51,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,4.599999905,upper,yes,yes,18,35,58,0,0,1,0,1,1,1
no,43,female,more,-0.558345199,4.099999905,lower,yes,yes,26,34,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,4.199999809,lower,yes,yes,28,37,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,4.099999905,lower,yes,yes,13,14,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,3.099999905,lower,yes,yes,174,266,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,3.599999905,lower,yes,yes,171,254,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,4.199999809,upper,yes,yes,10,13,58,0,0,1,0,1,1,1
no,43,female,more,-0.558345199,3,lower,yes,yes,166,282,58,0,0,1,0,0,1,1
no,43,female,more,-0.558345199,4.199999809,upper,yes,yes,17,17,58,1,0,1,0,1,1,1
no,35,male,more,-0.341554314,3.299999952,upper,no,yes,11,19,59,0,0,0,0,1,0,1
no,35,male,more,-0.341554314,3.400000095,lower,no,yes,22,42,59,1,0,0,0,0,0,1
no,62,female,more,-0.504057527,3.099999905,upper,yes,yes,22,27,60,0,0,1,0,1,1,1
no,62,female,more,-0.504057527,3.099999905,upper,yes,yes,9,16,60,0,0,1,0,1,1,1
no,62,female,more,-0.504057527,2.700000048,upper,yes,yes,14,19,60,1,0,1,0,1,1,1
no,52,female,more,0.773523986,3.700000048,upper,yes,yes,64,88,63,0,0,1,0,1,1,1
no,52,female,more,0.773523986,3.900000095,upper,yes,yes,70,98,63,1,0,1,0,1,1,1
no,52,female,more,1.063938022,3.400000095,upper,yes,yes,31,44,64,0,0,1,0,1,1,1
no,52,female,more,1.063938022,3.900000095,upper,yes,yes,49,65,64,0,0,1,0,1,1,1
no,52,female,more,1.063938022,3.599999905,upper,yes,yes,32,63,64,1,0,1,0,1,1,1
no,52,female,more,-1.090389013,4.300000191,upper,yes,no,59,75,65,0,0,1,0,1,1,0
no,52,female,more,-1.090389013,3.700000048,upper,yes,no,35,43,65,0,0,1,0,1,1,0
no,52,female,more,-1.090389013,3.599999905,upper,yes,no,59,80,65,0,0,1,0,1,1,0
no,52,female,more,-1.090389013,4.400000095,upper,yes,no,45,52,65,0,0,1,0,1,1,0
no,52,female,more,-1.090389013,4.300000191,upper,yes,no,34,48,65,0,0,1,0,1,1,0
no,52,female,more,-1.090389013,4.099999905,upper,yes,no,50,66,65,0,0,1,0,1,1,0
no,52,female,more,-1.090389013,3.700000048,upper,yes,no,67,100,65,1,0,1,0,1,1,0
no,64,male,more,-1.069162011,3.700000048,upper,yes,yes,9,11,66,0,0,0,0,1,1,1
no,64,male,more,-1.069162011,3.599999905,upper,yes,yes,8,16,66,0,0,0,0,1,1,1
no,64,male,more,-1.069162011,2.799999952,upper,yes,yes,18,22,66,0,0,0,0,1,1,1
no,64,male,more,-1.069162011,4,upper,yes,yes,5,11,66,0,0,0,0,1,1,1
no,64,male,more,-1.069162011,4.400000095,upper,yes,yes,5,10,66,0,0,0,0,1,1,1
no,64,male,more,-1.069162011,3.599999905,upper,yes,yes,16,16,66,1,0,0,0,1,1,1
no,50,male,more,1.415694952,4.199999809,upper,yes,yes,15,16,67,0,0,0,0,1,1,1
no,50,male,more,1.415694952,3.700000048,upper,yes,yes,9,10,67,1,0,0,0,1,1,1
no,60,male,more,-1.422919035,2.200000048,upper,yes,yes,23,32,68,0,0,0,0,1,1,1
no,60,male,more,-1.422919035,2.900000095,upper,yes,yes,7,10,68,0,0,0,0,1,1,1
no,60,male,more,-1.422919035,2.599999905,upper,yes,yes,10,16,68,1,0,0,0,1,1,1
no,43,male,more,-0.489962608,4.300000191,lower,yes,yes,19,22,70,0,0,0,0,0,1,1
no,43,male,single,-0.489962608,4.800000191,lower,yes,yes,15,28,70,0,0,0,1,0,1,1
no,43,male,single,-0.489962608,4.900000095,lower,yes,yes,18,30,70,0,0,0,1,0,1,1
no,43,male,more,-0.489962608,4.300000191,lower,yes,yes,11,15,70,0,0,0,0,0,1,1
no,43,male,more,-0.489962608,4.400000095,lower,yes,yes,10,13,70,0,0,0,0,0,1,1
no,43,male,single,-0.489962608,4.300000191,lower,yes,yes,17,18,70,0,0,0,1,0,1,1
no,43,male,single,-0.489962608,4.699999809,lower,yes,yes,22,26,70,0,0,0,1,0,1,1
no,43,male,single,-0.489962608,4.300000191,lower,yes,yes,18,30,70,0,0,0,1,0,1,1
no,43,male,more,-0.489962608,4.599999905,lower,yes,yes,14,14,70,1,0,0,0,0,1,1
yes,50,male,single,-0.583586872,4.599999905,lower,yes,no,17,24,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.900000095,lower,yes,no,20,22,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.800000191,lower,yes,no,21,25,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.699999809,lower,yes,no,23,26,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.800000191,lower,yes,no,19,22,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.900000095,lower,yes,no,20,26,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.800000191,lower,yes,no,17,20,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.800000191,lower,yes,no,18,22,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,5,lower,yes,no,20,21,71,0,1,0,1,0,1,0
yes,50,male,single,-0.583586872,4.5,lower,yes,no,19,21,71,1,1,0,1,0,1,0
no,52,male,more,0.756682873,3.5,upper,yes,yes,46,69,72,0,0,0,0,1,1,1
no,52,male,more,0.756682873,3.799999952,upper,yes,yes,46,65,72,0,0,0,0,1,1,1
no,52,male,more,0.756682873,3.799999952,upper,yes,yes,39,62,72,0,0,0,0,1,1,1
no,52,male,more,0.756682873,3.799999952,upper,yes,yes,34,67,72,0,0,0,0,1,1,1
no,52,male,more,0.756682873,4,upper,yes,yes,29,40,72,0,0,0,0,1,1,1
no,52,male,more,0.756682873,4.199999809,upper,yes,yes,27,45,72,1,0,0,0,1,1,1
no,51,male,more,0.880818605,4.599999905,lower,yes,yes,348,574,73,0,0,0,0,0,1,1
no,51,male,more,0.880818605,4.5,lower,yes,yes,372,579,73,0,0,0,0,0,1,1
no,51,male,more,0.880818605,4.5,lower,yes,yes,343,537,73,0,0,0,0,0,1,1
no,51,male,more,0.880818605,4.599999905,lower,yes,yes,380,581,73,0,0,0,0,0,1,1
no,51,male,more,0.880818605,4.699999809,lower,yes,yes,322,527,73,1,0,0,0,0,1,1
no,38,male,more,-0.566501379,3.700000048,lower,yes,yes,44,87,74,0,0,0,0,0,1,1
no,38,male,more,-0.566501379,4.099999905,lower,yes,yes,66,84,74,0,0,0,0,0,1,1
no,38,male,more,-0.566501379,3.599999905,lower,yes,yes,40,79,74,0,0,0,0,0,1,1
no,38,male,more,-0.566501379,4,lower,yes,yes,60,92,74,1,0,0,0,0,1,1
no,47,female,more,0.339403689,3.799999952,lower,yes,yes,19,24,75,0,0,1,0,0,1,1
no,47,female,more,0.339403689,3.400000095,lower,yes,yes,38,67,75,1,0,1,0,0,1,1
yes,43,female,more,-0.151368707,3.599999905,lower,yes,yes,47,103,76,0,1,1,0,0,1,1
yes,43,female,more,-0.151368707,2.799999952,lower,yes,yes,93,190,76,1,1,1,0,0,1,1
no,38,female,more,-1.024996996,4.400000095,lower,yes,no,33,68,77,0,0,1,0,0,1,0
no,38,female,more,-1.024996996,4.099999905,lower,yes,no,36,60,77,0,0,1,0,0,1,0
no,38,female,more,-1.024996996,3.5,lower,yes,no,29,64,77,0,0,1,0,0,1,0
no,38,female,more,-1.024996996,3.400000095,lower,yes,no,23,31,77,0,0,1,0,0,1,0
no,38,female,more,-1.024996996,4.099999905,lower,yes,no,36,62,77,0,0,1,0,0,1,0
no,38,female,more,-1.024996996,4.199999809,lower,yes,no,30,37,77,1,0,1,0,0,1,0
no,43,male,more,-0.0252444,4.099999905,lower,yes,yes,10,13,78,0,0,0,0,0,1,1
no,43,male,more,-0.0252444,4.300000191,lower,yes,yes,8,13,78,0,0,0,0,0,1,1
no,43,male,more,-0.0252444,4.099999905,upper,yes,yes,12,15,78,0,0,0,0,1,1,1
no,43,male,more,-0.0252444,3.400000095,upper,yes,yes,65,79,78,1,0,0,0,1,1,1
no,57,male,more,-0.746787488,4.300000191,upper,yes,yes,7,13,79,0,0,0,0,1,1,1
no,57,male,more,-0.746787488,3.5,upper,yes,yes,53,98,79,0,0,0,0,1,1,1
no,57,male,more,-0.746787488,3.599999905,upper,yes,yes,58,97,79,1,0,0,0,1,1,1
no,51,female,more,0.988948524,4,upper,yes,yes,9,11,80,0,0,1,0,1,1,1
no,51,female,more,0.988948524,3.700000048,upper,yes,yes,67,78,80,0,0,1,0,1,1,1
no,51,female,more,0.988948524,3,upper,yes,yes,36,56,80,0,0,1,0,1,1,1
no,51,female,more,0.988948524,4.599999905,upper,yes,yes,17,20,80,1,0,1,0,1,1,1
no,45,male,single,-0.53241992,4.800000191,lower,yes,no,12,17,81,0,0,0,1,0,1,0
no,45,male,single,-0.53241992,4,lower,yes,no,17,20,81,0,0,0,1,0,1,0
no,45,male,more,-0.53241992,4.800000191,lower,yes,no,13,19,81,0,0,0,0,0,1,0
no,45,male,single,-0.53241992,4.599999905,lower,yes,no,19,26,81,1,0,0,1,0,1,0
no,57,male,more,-0.766892076,3.5,lower,yes,yes,13,14,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,3.400000095,lower,yes,yes,12,18,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,4.400000095,lower,yes,yes,12,12,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,3.599999905,lower,yes,yes,16,19,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,3.799999952,lower,yes,yes,12,16,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,3.700000048,lower,yes,yes,14,16,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,4.699999809,lower,yes,yes,11,12,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,4.5,lower,yes,yes,15,17,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,5,upper,yes,yes,6,15,82,0,0,0,0,1,1,1
no,57,male,more,-0.766892076,3.799999952,lower,yes,yes,15,16,82,0,0,0,0,0,1,1
no,57,male,more,-0.766892076,4.099999905,lower,yes,yes,12,17,82,1,0,0,0,0,1,1
no,47,female,more,1.154255986,3.599999905,lower,yes,no,16,21,83,0,0,1,0,0,1,0
no,47,female,single,1.154255986,4.300000191,lower,yes,no,15,17,83,0,0,1,1,0,1,0
no,47,female,single,1.154255986,4.400000095,lower,yes,no,10,10,83,0,0,1,1,0,1,0
no,47,female,single,1.154255986,4.699999809,lower,yes,no,16,17,83,0,0,1,1,0,1,0
no,47,female,more,1.154255986,3.900000095,lower,yes,no,15,17,83,1,0,1,0,0,1,0
yes,54,female,more,1.232602,3.799999952,lower,yes,yes,18,18,84,0,1,1,0,0,1,1
yes,54,female,more,1.232602,4.800000191,lower,yes,yes,15,16,84,0,1,1,0,0,1,1
yes,54,female,more,1.232602,4.300000191,lower,yes,yes,21,26,84,0,1,1,0,0,1,1
yes,54,female,more,1.232602,4.599999905,lower,yes,yes,14,18,84,0,1,1,0,0,1,1
yes,54,female,more,1.232602,3.799999952,lower,yes,yes,16,20,84,1,1,1,0,0,1,1
no,58,male,more,1.774333954,4.699999809,lower,yes,no,16,17,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,5,lower,yes,no,21,21,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,4.900000095,lower,yes,no,18,21,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,4.599999905,lower,yes,no,17,20,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,4.599999905,lower,yes,no,19,20,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,5,lower,yes,no,11,13,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,4.599999905,lower,yes,no,14,16,85,0,0,0,0,0,1,0
no,58,male,more,1.774333954,4.900000095,lower,yes,no,16,17,85,1,0,0,0,0,1,0
no,42,male,more,1.77315104,4.900000095,lower,yes,yes,15,18,86,0,0,0,0,0,1,1
no,42,male,more,1.77315104,4,lower,yes,yes,22,24,86,0,0,0,0,0,1,1
no,42,male,more,1.77315104,3.900000095,upper,yes,yes,17,20,86,1,0,0,0,1,1,1
no,33,male,more,0.724592626,4.300000191,lower,yes,yes,85,120,87,0,0,0,0,0,1,1
no,33,male,more,0.724592626,4.099999905,lower,yes,yes,67,155,87,1,0,0,0,0,1,1
no,62,male,more,-1.181625962,3.299999952,lower,yes,yes,11,38,88,0,0,0,0,0,1,1
no,62,male,more,-1.181625962,2.900000095,lower,yes,yes,28,70,88,0,0,0,0,0,1,1
no,62,male,more,-1.181625962,2.799999952,lower,yes,yes,61,149,88,0,0,0,0,0,1,1
no,62,male,more,-1.181625962,2.799999952,lower,yes,yes,49,137,88,0,0,0,0,0,1,1
no,62,male,more,-1.181625962,4,upper,yes,yes,13,29,88,0,0,0,0,1,1,1
no,62,male,more,-1.181625962,3.299999952,lower,yes,yes,28,55,88,0,0,0,0,0,1,1
no,62,male,more,-1.181625962,3,lower,yes,yes,67,136,88,1,0,0,0,0,1,1
yes,35,female,more,1.769451976,3.400000095,lower,yes,yes,60,96,89,0,1,1,0,0,1,1
yes,35,female,more,1.769451976,3.599999905,lower,yes,yes,20,60,89,0,1,1,0,0,1,1
yes,35,female,more,1.769451976,3.799999952,lower,yes,yes,43,108,89,1,1,1,0,0,1,1
no,61,male,more,-0.5872612,3.599999905,lower,yes,yes,27,39,90,0,0,0,0,0,1,1
no,61,male,more,-0.5872612,3.900000095,lower,yes,yes,13,15,90,1,0,0,0,0,1,1
no,52,female,more,-0.0018324,4,lower,yes,yes,61,111,91,0,0,1,0,0,1,1
no,52,female,more,-0.0018324,4.699999809,lower,yes,yes,14,17,91,0,0,1,0,0,1,1
no,52,female,more,-0.0018324,4.699999809,lower,yes,yes,19,19,91,1,0,1,0,0,1,1
no,60,female,more,-0.0566766,3.900000095,upper,no,yes,23,27,92,0,0,1,0,1,0,1
no,60,female,more,-0.0566766,3.900000095,upper,no,yes,18,19,92,0,0,1,0,1,0,1
no,60,female,more,-0.0566766,4.400000095,upper,no,yes,11,13,92,0,0,1,0,1,0,1
no,60,female,more,-0.0566766,3.599999905,upper,no,yes,18,19,92,0,0,1,0,1,0,1
no,60,female,more,-0.0566766,4.199999809,upper,no,yes,11,22,92,0,0,1,0,1,0,1
no,60,female,more,-0.0566766,3.400000095,upper,no,yes,7,20,92,0,0,1,0,1,0,1
no,60,female,more,-0.0566766,4,upper,no,yes,24,27,92,1,0,1,0,1,0,1
no,32,male,more,1.231394053,4.300000191,lower,yes,yes,98,132,93,0,0,0,0,0,1,1
no,32,male,more,1.231394053,4.199999809,lower,yes,yes,111,127,93,0,0,0,0,0,1,1
no,32,male,more,1.231394053,4.400000095,upper,yes,yes,62,85,93,0,0,0,0,1,1,1
no,32,male,more,1.231394053,4.5,lower,yes,yes,76,101,93,0,0,0,0,0,1,1
no,32,male,more,1.231394053,3.200000048,lower,yes,yes,9,21,93,0,0,0,0,0,1,1
no,32,male,more,1.231394053,4.300000191,upper,yes,yes,52,86,93,1,0,0,0,1,1,1
yes,42,female,more,0.420399815,3.299999952,upper,no,yes,48,84,94,0,1,1,0,1,0,1
yes,42,female,more,0.420399815,3.299999952,upper,no,yes,52,67,94,0,1,1,0,1,0,1
yes,42,female,more,0.420399815,3.200000048,upper,no,yes,54,66,94,0,1,1,0,1,0,1
yes,42,female,single,0.420399815,4.099999905,lower,no,yes,28,35,94,1,1,1,1,0,0,1
yes,29,female,more,-0.848726928,3.299999952,upper,no,yes,19,26,22,1,1,1,0,1,0,1
no,41,female,more,0.408167601,2.299999952,upper,yes,yes,10,12,30,1,0,1,0,1,1,1
no,37,male,more,0.933395922,3.5,upper,yes,yes,15,17,40,1,0,0,0,1,1,1
no,58,female,more,0.111563496,3.5,upper,yes,yes,26,34,47,1,0,1,0,1,1,1
no,42,male,more,-0.900580406,4,upper,yes,yes,45,86,61,1,0,0,0,1,1,1
no,39,male,more,0.643014193,4.300000191,upper,yes,yes,22,29,62,1,0,0,0,1,1,1
no,51,female,more,0.391822189,3,upper,yes,yes,47,67,69,1,0,1,0,1,1,1
